31,"COMPANY","DEKOM DOO BAČKA PALANKA","UŽIČKA 8","8225168","100495685","Obradović","","","",\N,508,""
32,"PERSON","Vučinić Milan","Vere Pavlović 12","","E7lTzBUSwSRnKDPy2JfA","","0216047511","","","MAN",508,""
33,"COMPANY","BRAĆA NOVAKOV OSNOVNA ŠKOLA","KRALJA PETRA I 103","8062099","100753902","Djoka","","","",\N,525,"01248"
34,"COMPANY","PRESTIŽ D.O.O.","ŠILEROVA 44/16","7593210","100258890","","","","",\N,8,""
35,"COMPANY","YU PROMET DOO BACKA PALANKA","TOPOLSKA 22","8631875","100753332","","","","",\N,508,""
36,"COMPANY","DRAGSTOR V","KRALJA PETRA I 36","61005382","100749920","","","","",\N,508,""
37,"COMPANY","SZTR \"WOOD CRAFT\" BAČKA PALANKA","SKOJEVSKA 9","56347984","103480039","Kristijan Tošić","","","",\N,508,""
38,"COMPANY","D.O.O. FLES KOVAČEVIĆ BAČKA PALANKA","TRG BRATSTVA JEDINSTVA 1","8773742","102687835","Kovačević Raša","","0641585433","",\N,508,""
39,"COMPANY","ŽITOPRODUKT DOO","JUGOSLOVENSKE ARMIJE 1","8052999","100496428","Polić","","","",\N,508,""
40,"COMPANY","Z.U. APOTEKA ORFELIN-NS","Kralja Petra I 31","8805571","103212374","Kuburović Zvonko","","","",\N,508,""
41,"COMPANY","ZLATNI KARAS BP","IVE LOLE RIBARA 144","28062249","107276099","Zoran","","","",\N,508,""
42,"COMPANY","PETAR PLUS DOO NOVA GAJDOBRA","MARSALA TITA 27","20533684","106097213","Petar Jelić","","0693751544","",\N,523,""
43,"COMPANY","DOO RABBIT","ŠAFARIKOVA 57","8410496","100496135","Buca","","","",\N,508,""
44,"COMPANY","APOTEKA FARMACIJA PLUS","KRALJA PETRA PRVOG 33","8953074","108977943","","","","",\N,508,""
45,"COMPANY","NARODNA BIBLIOTEKA \"VELJKO PETROVIĆ\"","TRG BRATSTVA I JEDINSTVA 30","8115923","100751644","Miladin Zorić","","","",\N,508,"08328"
46,"COMPANY","PREKRŠAJNI SUD U BAČKOJ PALANCI","KRALJA PETRA I BR.18","8896097","106398786","","","","",\N,508,"80578"
47,"COMPANY","KOVIS BP D.O.O. BAČKA PALANKA","INDUSTRIJSKA ZONA BB","6051391","102347923","","","","",\N,508,""
48,"COMPANY","SYNGENTA AGRO DOO","OMLADINSKIH BRIGADA 88 B IV","7557159","100041221","","","","",\N,7,""
49,"COMPANY","TAMARA S.T.R.","JANKA VESELINOVIĆA 2","50580083","100727708","Saša","","063520456","",\N,465,""
50,"COMPANY","GRADNJA-MZ","MARŠALA TITA 47","61022163","105394144","","","","",\N,523,""
51,"COMPANY","MB-BP","PARTIZANSKA 40","62177276","105580487","Miroslav Bognar","","063596629","",\N,508,""
52,"COMPANY","OLIMPIJAKOS D.O.O.","Lenjinova 55A","08804591","103213609","Nenad Bjeletić","025883433; 025883525","","",\N,776,""
53,"COMPANY","Euro office shop d.o.o.","Trg Bratstva i Jedinstva 28","20127252","104255258","Tica Jelena","","0642085888","",\N,508,""
54,"COMPANY","SEBASTIJAN LIMARIJA JEDINSTVO EMI D.O.O.","ZARKA ZRENJANINA 121","8061114","100496549","","","","",\N,508,""
55,"COMPANY","EURO AF D.O.O.","KRALJA PETRA I 116","8762341","100496102","Slobodan","","063583038","",\N,508,""
56,"COMPANY","GERONTOLOŠKI CENTAR","Banatska 4","8675384","100752723","Bajić","","","",\N,508,"00197"
57,"COMPANY","CORNER GRUPA BP DOO","DJULE MOLNARA 7/64","21363090","110561366","Broćeta Zorica","","0642661335","",\N,465,""
58,"COMPANY","DUNAV AD VODOPRIVREDNO DRUŠTVO","TRG BRATSTVA I JEDINSTVA 21","8760225","101755354","Šerbedžija Branka","","0668074012","",\N,508,""
59,"COMPANY","SAT-TRAKT D.O.O.","MARŠALA TITA 111","8551375","101446215","Dijana Rakanović","","+381 63 618 274","",\N,719,""
60,"COMPANY","FUDBALSKI KLUB \"TSC\"","Plitvička 1","08845964","103909155","Dijana","","063618274","",\N,719,""
61,"COMPANY","GIPS-MONT SZR PR","GAVRILA PRINCIPA 18","61444432","106317243","Savić","","0642288173","",\N,508,""
62,"COMPANY","MEDAN RADOSLAV PR","Đure Jakšića 34","65566753","111649530","Meda radoslav","","0642376478","",\N,524,""
63,"COMPANY","OO CRVENOG KRSTA BACKA PALANKA","JUGOSLOVENSKE ARMIJE 23","8076979","101755418","Dragan Dimitrijević","","062533113","",\N,508,""
64,"COMPANY","M&V PHARM SRB D.O.O.","Vojvode Putnika 77","20953063","108211480","Bajat Nenad","","","",\N,472,""
65,"COMPANY","OPŠTINSKI RUKOMETNI SAVEZ BACKA PALANKA","ŽARKA ZRENJANINA BR. 43","8174636","101755299","","","","",\N,508,""
66,"COMPANY","VIZURA DOO","KRALJA PETRA I 22","8741581","102216370","Čabrilo","","","",\N,508,""
67,"COMPANY","GALEA LINE PLUS D.O.O.","FILIPA KLJAJIĆA BB","21602213","112073435","Dragan Racić","","063544244","",\N,755,""
68,"COMPANY","DOO BRAĆA ILIĆ BAČKA PALANKA","SVETOZARA MILETIĆA 190","8556946","101755514","Borko Ilić","","","",\N,508,""
69,"COMPANY","STOLARSKA RADNJA STOLARIJA SLAVIK MIROSLAV SLAVIK PR.","KRALJA PETRA PRVOG 17","63059650","107885035","Slavik Miroslav","","","",\N,556,""
70,"COMPANY","UDRUŽENJE GRAĐANA MOJA BAČKA PALANKA","Slobodana Penezića 3","28225857","109954751","Dragan Jović","","0659041969","",\N,508,""
71,"COMPANY","BOŽA MOBIL SZTR BOŽIDAR ZARUPSKI PR BAČKA PALANKA","BLOK PARTIZAN / TC SITI LOKAL 10","60102066","104337233","Zarupski Božidar","","0642001006","",\N,508,""
72,"COMPANY","BOŠKO MEDIĆ PR UGOSTITELJSKA RADNJA RESTORAN IDILA BAČKA PALANKA","IVE LOLE RIBARA 81","54385412","100749368","Dragan Medić","","0652280080","",\N,508,""
73,"COMPANY","DOO LIDER TRANSPORT","ĐURE JAKŠIĆA 21","8714495","100496862","Maćešić","","063509178","",\N,508,""
74,"COMPANY","KLAS MIX","Šafarikova 55","55060452","100495142","Tomičić Saša","","063462401","putnik.pekara@gmail.com",\N,508,""
75,"COMPANY","ZORAN KULEZIĆ PR IZOLACIONI RADOVI DRINA","Pive Karamatijevića 5","56017330","102666470","Vladimir","","0658999465","",\N,2,""
76,"COMPANY","ĐORĐE VUJIČIĆ PREDUZETNIK KAFE BAR PARDON","KRALJA PETRA PRVOG 12","65110920","110980902","","","","",\N,508,""
77,"COMPANY","STOLARIJA ROMANJAK BIKIĆ DO","Čapajeva 79","54449364","101233996","Romanjak Janko","","","",\N,571,""
78,"COMPANY","DOO 2-M.K. BAČKA PALANKA","MIHAJLA PUPINA 19","8697922","100497017","Kezija Stevan","","","",\N,508,""
79,"COMPANY","Slobodanka Pilipovič","Branka Radičevića 79","///","///","","","","",\N,508,""
80,"COMPANY","BJELOŠ DOO BAČKA PALANKA","SVETOZARA MILETIĆA 64","8737509","100752477","Bjeloš Stevan","","","",\N,508,""
81,"COMPANY","MIROSLAVA BAŠIĆ PR NINA 028","ŽARKA ZRENJANINA 88","63724335","108818408","Bašić","","0666043533","",\N,508,""
82,"COMPANY","TEHNIČKA ŠKOLA \"9. MAJ\"","KRALJA PETRA I 2","8062366","100752782","","","","",\N,508,"02055"
83,"COMPANY","Ana Farago","Braće Ribnikar 2","////","////","Ana farago","","065/6525561","",\N,508,""
84,"COMPANY","PODUNAVLJE BEOČIN A.D. BEOČIN","SVETOSAVSKA 7-9","8036004","102135109","","","0631222012","aleksicljubica978@gmail.com",\N,502,""
85,"COMPANY","DUNAVPREVOZ DOO","NOVOSADSKI PUT BR.12","8318093","100495556","","","","",\N,508,""
86,"COMPANY","DALURI KETERING D.O.O.","Dunavska obala 195","21524018","111696325","Milan","","0659810307","",\N,508,""
87,"COMPANY","DOO STAV ENTERIJER ZA PROIZVODNJU TRGOVINU I USLUGE BAČKA PALANKA","SUTJESKA 4","21392081","110835534","Mandić Stevan","","063356866","",\N,508,""
88,"COMPANY","SZR METAL-MATIK","Dunavska BB","53737919","102125200","Adamović Aleksandar","","063504026","adamovic.a@metal-matik.com",\N,502,""
89,"COMPANY","SHOW ROOM ENTERIJER NOVI SAD","LOVĆENSKA 10","63216844","108104437","Borislav Railić","","062/1735217","",\N,465,""
90,"COMPANY","JOSYDA DONA DOO BACKA PALANKA","NOVOSADSKI PUT BB","21388084","110798961","Arsić Nebojša","","063534405","arsic66@gmail.com",\N,508,""
91,"COMPANY","KUJOMI D.O.O.","Novosadski put bb, p.fah 127","21469084","111360855","Mujović Ivan","","0653227852","emil2leopold@gmail.com",\N,508,""
92,"COMPANY","KASKO D.O.O.","Đorđa Zličića 19","21365491","110584214","Raša Radovanov","","0668811261","",\N,508,""
93,"COMPANY","STAMBENA ZAJEDNICA BAČKA BR.2,4 BAČKA PALANKA","Bačka 2-4","18143097","110665022","","","","",\N,508,""
94,"COMPANY","MESNA ZAJEDNICA TOVARIŠEVO","MARSALA TITA 58","8076537","100751812","Jovan Ranisavljev","","","",\N,517,"08321"
95,"COMPANY","LIMARIJA LAKI Z.R.","29.Novembar 11","64569546","109993346","Darko Laki","","063355254","",\N,513,""
96,"COMPANY","TURISTIČKA ORGANIZACIJA OPŠTINE BAČKA PALANKA","VESELINA MASLEŠE BR. 8","8863555","104673952","Jelena","","","",\N,508,"80051"
97,"COMPANY","RPT TRADE D.O.O.","Jovana Dučića 8","20899395","107931239","Pojužina","","0642820705","rpt.trade@gmail.com",\N,508,""
98,"COMPANY","SZTR ŠKRBIĆ REMONT","Industrijska zona bb","56924906","103843420","Jelena Škrbić","","0616092687","",\N,508,""
99,"COMPANY","PLATTNER D.O.O.","NOVOSADSKI PUT 19","8379866","100495597","Uros Rakočija","","","uros.rakocija@plattner.rs",\N,508,""
100,"COMPANY","ĐURICA PLUS G.R.","Miletićeva 100","65725363","111887242","Stevica","","0638992841","",\N,508,""
101,"COMPANY","CARLSBERG SRBIJA D.O.O. ČELAREVO","PROLETERSKA 17","8684928","100495907","Radišić","","062228195","",\N,512,""
102,"COMPANY","SZ BANATSKA 40,42,44,46 BACKA PALANKA","BANATSKA 40,42,44,46","18187256","110759141","Janko Hložan","","0642177331","",\N,508,""
103,"COMPANY","GIMNAZIJA \"20. OKTOBAR\"","TRG BRATSTVA JEDINSTVA 23","8062358","100496573","","","","",\N,508,"01765"
104,"COMPANY","STEVO ĆUĆUZ","VESELINA MASLEŠE 9/1","/////","/////","STEVO ĆUĆUZ","","063/521943","",\N,508,""
105,"COMPANY","AGRO-PATENT DOO","JUGOSLOVENSKE ARMIJE 58","21164054","109336609","Dragana Kovačević","","060/1792706","",\N,508,""
106,"COMPANY","D.O.O. CODEX-SIM BAČKA PALANKA","ŽARKA ZRENJANINA 152","20397039","105498188","Savo Ilić","","","",\N,508,""
107,"COMPANY","UDRUŽENJE LIKOVNIH STVARALACA PETAR TOMIĆ","JUGOSLOVENSKE ARMIJE 17","8667926","102424980","","","","",\N,508,""
108,"COMPANY","USTANOVA ZA SPORT I REKREACIJU \"TIKVARA\" BAČKA PALANKA","BRODARSKO NASELJE BR. 5","8963576","109712053","","","","",\N,508,"60786"
109,"COMPANY","DINO DESIGN BAČKA PALANKA","Kralja Petra I 19","63314471","108239704","Dino Živković","","0641554861","",\N,508,""
110,"COMPANY","OSNOVNA ŠKOLA \"VUK KARADŽIĆ\"","Dositejeva 3","08625158","100497105","Vajagić Predrag","","0641381004","sekretar@vukaros.edu.rs",\N,508,"01249"
111,"COMPANY","ROLOMIX BP","VOJVODE ŽIVOJINA MIŠIĆA 63","64971484","110729160","Stevan Papić","","0642035619","veo.biro@gmail.com",\N,508,""
112,"COMPANY","OTA DUNAV - TRADE DOO ZA TURIZAM,PROIZVODNJU I TRGOVINU","BLOK PARTIZAN ZANATSKI CENTAR SITI","8617546","100495319","Olgica","","063547345","",\N,508,""
113,"COMPANY","ECO-PRO DOO","JOVANA DUČIĆA 102","8828202","103612858","Telebak Milan","","0658712345","",\N,524,""
114,"COMPANY","DOBROVOLJNO VATROGASNO DRUŠTVO DESPOTOVO","TRG OSLOBOĐENJA 29","8081620","100497365","","","","",\N,531,""
115,"COMPANY","STR PIROTEHNIKA LOSOS","ŠAFARIKOVA 86","61934685","105824998","Stanko","","0641319363","",\N,508,""
116,"COMPANY","BOVONE","Via Molare 23","1111","2222","Luisa Cavagnoli","","+390143837511","service@bovone.com",\N,179,""
117,"COMPANY","BOVONE","Via Molare 23","11111","22222","Luisa Cavagnoli","","+390143837511","service@bovone.com",\N,1176,""
118,"COMPANY","TARKETT D.O.O.","INDUSTRIJSKA ZONA 14","8756716","100753461","Bojana Karanović","","","",\N,508,""
119,"COMPANY","SAVEZ INVALIDA RADA VOJVODINE","KRALJA PETRA PRVOG 25","8082723","102013878","Paulina","","","",\N,508,""
120,"COMPANY","MESNA ZAJEDNICA \"DUNAV\"","IVE LOLE RIBARA 25","8076472","100751958","Tanja Rajšp","","0646442526","",\N,508,"08324"
121,"COMPANY","FESTIVAL EKOLOSKOG POZORIŠTA ZA DECU","20. OKTOBRA 70","8685410","102425089","Petrović","","","",\N,508,""
122,"COMPANY","GREEN GROUP","TRG BRATSTVA JEDINSTVA 17","65379511","111393006","Marko Rokvić","","","",\N,508,""
123,"COMPANY","EVROPA-KOMERC D.O.O.","Somborska 30","8232075","100495636","Milan Knežević","021/6044572","","evropa.komerc@gmail.com",\N,508,""
124,"COMPANY","Mesna zajednica BRATSTVO","20. Oktobar 64","______________________","100496740","","","","",\N,508,"08323"
125,"COMPANY","Dom zdravlja dr Mladen Stojanović","Kralja Petra I 26/a","08106452","100752135","","","","",\N,508,"02485"
126,"COMPANY","ĆOSIĆ D.O.O.","Novosadski put 27","8396663","100495757","Vlado Ćosić","","0637780299","",\N,508,""
127,"COMPANY","CVEĆARA CVETAK PLUS","Kralja Petra I 10","64989359","110766834","Dara Krstić","","0604456232","",\N,508,""
128,"COMPANY","BS RADUN","Put Šajkaškog Odreda 1C","50407209","100731235","","021/424911","","",\N,465,""
129,"COMPANY","VOJNA USTANOVA MOROVIĆ","Bosutska 8","17864912","108341446","Ružica Ajduk","","064/8574651 022/2733023","komercijala.vum@mod.gov.rs",\N,564,"03567"
130,"COMPANY","YUGO ŠTAMPA D.O.O.","Sonje Marinković 11","08306630","102124617","","","","yugostampa@gmail.com",\N,512,""
131,"COMPANY","MORAVA GAS D.O.O.","MORAVCI BB","20473274","105845121","","","","",\N,167,""
132,"COMPANY","ALAS S.T.R.","KRALJA PETRA I 40 L2","51435281","100750090","Zvonko","","064/0044216","",\N,508,""
133,"COMPANY","TRIVIT D.O.O.","INDUSTRIJSKA BB","20136936","104300483","Miljan Jakšić","","0648017312","",\N,481,""
134,"COMPANY","MESNA ZAJEDNICA ČELAREVO","ZDRAVKA ČELARA 37","8076421","101355616","Nemanja Radošević","","0669105934","nemanjaradosevic@gmail.com",\N,512,""
135,"COMPANY","EKO JABUKA T.R.","SAVE KOVAČEVIĆA 1","61236929","106624875","Boža Rađenović","","0648530216","",\N,508,""
136,"COMPANY","Društvo diabetičara DIABAP","Žarka Zrenjanina 43","08154953","104879981","Dubravac Borislav","","065/8135800","",\N,508,""
137,"COMPANY","BLOCKX DOO","Tehelna 24","08745226","101270565","Goran Bogunović","","063/1050483","",\N,533,""
138,"COMPANY","ČARAIN U.G.","Kraiška 83","08852685","104191090","Šeća Kolompar","","0658758192","",\N,517,""
139,"COMPANY","PRVO BEZBEDNOST","GRMEČKA 7","64849344","110412085","Goran Tomašek","","064/9307177","",\N,508,""
140,"COMPANY","PIRATE BAR DOO","MILANA V. KUREPE 7B","21322326","110237989","Nikola Vlahović","","","",\N,508,""
141,"COMPANY","ZAGA BP KROJAČKI SALON I TR.","Jugoslovenske armije 76","62315652","106845570","Ljiljana","","0646490021","",\N,508,""
142,"COMPANY","Jeličić Mihajlo","Đure Jakšića 26","___","___","Mihajlo","","0642686313","",\N,524,""
144,"COMPANY","Jelačić Mihajlo","Đure Jakšića 26","*","*","Mihajlo","","0642686313","",\N,524,""
145,"COMPANY","ARBO BAG D.O.O.","Žarka Zrenjanina 152","21400696","110908885","Boža Mandić","","0607422428","",\N,508,""
146,"COMPANY","CHICK PROM D.O.O.","Željeznička 43","08600139","101436596","","","0648418210","",\N,725,""
147,"COMPANY","BAČKA ČELIK D.O.O.","RODOLJUBA ČOLAKOVIĆA 18","21021261","108546674","","","","",\N,508,""
148,"COMPANY","VIBROSERVIS S.Z.R.","Sutjeska 43","54261004","100756509","Đurica Slavko","","063527752","vibroservis.gajdobra@gmail.com",\N,524,""
149,"COMPANY","EUROTERM D.O.O.","Maršala Tita 55","08771812","102082513","Ratko Pokuševski","","063599642","",\N,512,""
150,"COMPANY","REKLAM JOVIĆ PLUS","Blok Partizan 13","63639125","108701246","Boro Jović","","","",\N,508,""
151,"COMPANY","LAMEX DOO","RUMENAČKI PUT 105 A","8832455","103649175","Strahinja","","+381 60 4 55 77 99","strahinja@lamex.rs",\N,465,""
152,"COMPANY","S.Z. KRALJA PETRA PRVOG 19A BAČKA PALANKA","KRALJA PETRA PRVOG 19A","18289083","111328956","Sveto Mandić","","0600761257","",\N,508,""
153,"COMPANY","JANJA AU BAČ","TRG DR ZORANA ĐINĐIČA 1","8927669","107060361","Vladimir Kojadinović","","+38163599567","janja.apoteka@gmail.com",\N,513,""
154,"COMPANY","OGISTRA T.R.","Šafarikova 80","61289330","106577106","Peđa Petrović","","0659789660","",\N,508,""
155,"COMPANY","ATOM D.O.O.","Svetozara Miletića 122","20337052","105191992","Bojan Gajić","","","",\N,508,""
156,"COMPANY","ISS-INTERSERVIS D.O.O. BEOGRAD","Jove Ilića 31","20029102","103861697","Saša","","","sasa@interservis.rs",\N,1,""
157,"COMPANY","STAMENKOVIĆ D.O.O.","Somborski put 0","8755132","101568144","Stamenković Tomo","","063587494","",\N,774,""
158,"COMPANY","SUNOKO D.O.O.","Bulevar Oslobođenja 60","20051183","103921820","Božana Vuksić","","0648712820","Bozana.Vuksic@sunoko.rs",\N,465,""
159,"COMPANY","BLOCKX PACKAGING D.O.O.","Tehelna 24","21474533","111391338","Predrag Bogovac","","","",\N,533,""
160,"COMPANY","BLOCKX FIBC PRODUCTION D.O.O.","Tehelna 24","21475033","111394742","Predrag Bogovac","","","",\N,533,""
161,"COMPANY","CENTAR ZA RAZVOJ CIRKUSKIH UMETNOSTI \"LUDIFICO\"","OMLADINSKOG POKRETA BR. 4A","28086652","107635555","","","","",\N,465,""
162,"COMPANY","OMLADINSKI FUDBALSKI KLUB BAČKA 1945","VESELINA MASLESE 21","28817711","109243240","Milan","","063526260","",\N,508,""
163,"COMPANY","OMLADINSKI FUDBALSKI KLUB \"BAČKA\"","Veselina Masleše 21","8920559","106788203","Milan","","063526260","",\N,508,""
164,"COMPANY","P.G. VLADIMIR DRLJAČA","Kralja Petra I 36","2111967800043","--","Srđan Petrović","","063308417","",\N,508,""
165,"COMPANY","RADOVIĆ DOM D.O.O.","Đure Jakšića 17","20391766","105474360","Radović","","063697905","",\N,508,""
166,"COMPANY","APOTEKA MENTA MED","ŽARKA ZRENJANINA 61","65196280","111108172","Jelica Stošić","","","",\N,508,""
167,"COMPANY","A.U. CVEJIĆ","Jovana Grčića-Milenka 35","08886938","105493480","","021871836","","",\N,503,""
168,"COMPANY","STAMBENA ZAJEDNICA \"MARKA OREŠKOVIĆA 1-1A\"","Marka Oreškovića 1-1A","18294257","111380122","Slobodan","","0642389996","",\N,508,""
169,"COMPANY","STAMBENA ZAJEDNICA \"MILENTIJA POPOVIĆA Br. 2, 4, 6\"","Milentija Popovića 2, 4, 6","17943103","110235276","Vaso","","0637174386","",\N,508,""
170,"COMPANY","RAFFMETAL D.O.O.","Ive Lole Ribara 41","20933330","108111496","Zeljko Tanja","","","",\N,508,""
171,"COMPANY","DEAL SERVICE","Gavrila Principa 21","63543268","108568671","Milan","","0645702616","info@dealservice.rs",\N,508,""
172,"COMPANY","MESNA ZAJEDNICA \"NOVA GAJDOBRA\"","Proleterska 42","8076448","102124560","Lučić Milenko","","0649098844","mzngaj@gmail.com",\N,523,"08316"
173,"COMPANY","SPEED TRADE D.O.O.","Kralja Petra I 121","8780471","102698469","Radomir Sabljić","","0658888789","",\N,508,""
174,"COMPANY","KORMORAN","Šafarikova 43","54386451","100749995","Dača","","0654540454","",\N,508,""
175,"COMPANY","BROWELL D.O.O.","SVETOZARA MARKOVIĆA 24","20031034","103841508","Lazić Marko","","065265588","",\N,508,""
176,"COMPANY","TOP-DOM CITY","Kneza Miloša 60/50","64538314","109949091","Bašić Kristina","","0658508504","topdomcity@gmail.com",\N,559,""
177,"COMPANY","STAMBENA ZAJEDNICA \"BANATSKA 17\"","Banatska 17","18020963","110440248","Vesna Radmanovac","","0637065890","",\N,508,""
178,"COMPANY","FRUCTUS D.O.O.","NOVOSADSKI PUT 15/2","8720754","100495484","","","","",\N,508,""
179,"COMPANY","Dragan Demić","Šafarikova 131","1005972",",","Demić Dragan","","0638060144","",\N,508,""
180,"COMPANY","MINI TRAVEL","ORAHOVA 16","62932058","107707104","Josip Val","","0628577456","jozikabp@hotmail.com",\N,508,""
181,"COMPANY","DOBROVOLJNO VATROGASNO DRUŠTVO PIVNICE","Vojvođanska 25","08081654","102124641","Jaroslav","","0641432957","",\N,532,""
182,"COMPANY","D.O.O. KAJTEZ EXPORT-IMPORT BAČKA PALANKA","KRALJA PETRA I 64","8238642","100495693","Miloš","","065/3754811","",\N,508,""
183,"COMPANY","Vujanović Simo","1. Maja broj 5","1403942800062","005189325","Vujanović Simo","","063509875","",\N,508,""
184,"COMPANY","D.O.O. C&C SYSTEM BAČKA PALANKA","Ive Lole Ribara 82","20802057","107437096","Dragan Lešić","","0658627377","",\N,508,""
185,"COMPANY","DOO CARGO MOBIL AGENCY","MILANA CUPA 27","20204885","104655891","","","","",\N,512,""
186,"COMPANY","INTEROMEGA D.O.O.","Miletićeva 34","08278458","100751773","Dario Permoser","021/6044647","","",\N,508,""
187,"COMPANY","ARS LIBERI DRAMSKI STUDIO","KRALJA PETRA I 22","28029837","106883869","Nenad Erečko","","0646682453","",\N,508,""
188,"COMPANY","CENTRAL GH BP D.O.O.","KRALJA PETRA PRVOG BR. 12","21123064","109076610","Darko Radović","","0637703107","",\N,508,""
189,"COMPANY","UDRUŽENJE GRAĐANA \"STAV\"","FABRIČKO NASELJE BR. 18","28131798","108361545","Zoran Jovičin","","","",\N,508,""
190,"COMPANY","NIKODEX D.O.O.","Kralja Milutina 15","20830417","107582245","Nikola i Dejan","","0637870344; 0637569809","mail@nikodex.com",\N,468,""
191,"COMPANY","A&M&D O.D.","KRALJA PETRA PRVOG (KIOSK) 33A","08742308","101922600","Vukelić Dragana","","","",\N,508,""
192,"COMPANY","LUXFER DOO","PALIH BORACA 74","20245000","104801305","Stefan","","0645456534","",\N,624,""
193,"COMPANY","UDRUŽENJE \"RATNIH VOJNIH INVALIDA\" BAČKA PALANKA","PETRA DRAPŠINA BR. 2A","8732051","101355577","Slobodan Stanojević","","0642199723","",\N,508,""
194,"COMPANY","Sava Novaković","Žrtava Fašizma 12","2208942","---","Sava Novaković","","","",\N,508,""
195,"COMPANY","HARMO D.O.O.","VUKA KARADŽIĆA 5","8744459","102013886","Voja Maksić","","0641857602","",\N,508,""
196,"COMPANY","PLUS LIBERO","PROLETERSKA 91","60434590","103199006","","","","",\N,523,""
197,"COMPANY","VALJAK Z.T.R.","SUTJESKA 4/A","62512431","107119250","Nenadić Miroslav","","0641069199","",\N,508,""
